RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,DatasetName,DatasetAbbrev,Author,PairedEnd,Source,CellLine,Producer,ProductType,Glutamine,GlutamineConcentration,CulturePhase,Host,CellLineSource,CellLineExact,Temperature,SelectionMarker,Growth,ProcessType,Productivity,Stability ,FullSampleName
INH062202,INH062200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R3
INH062301,INH062300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON15_0.0233_R1
INH062302,INH062300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON15_0.0233_R1
INH062401,INH062400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON15_0.0233_R2
INH062402,INH062400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON15_0.0233_R2
INH062501,INH062500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON16_0.0233_R2
INH062502,INH062500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON16_0.0233_R2
INH070101,INH070100,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,24h_pre_TS
INH070201,INH070200,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,24h_pre_TS
INH070301,INH070300,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,LateExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,4h_pre_TS
INH070401,INH070400,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,LateExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,4h_pre_TS
INH070501,INH070500,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,4h_post_TS
INH070601,INH070600,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,4h_post_TS
INH070701,INH070700,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,24h_post_TS
INH070801,INH070800,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,24h_post_TS
INH070901,INH070900,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,LateStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,72h_post_TS
INH071001,INH071000,INH070000,polyA,INH07_NovakTempShift,Nguyen,Ng,Nguyen,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,LateStat,TRUE,Non-Commercial,ECACC,33,NA,Low,Batch,NA,NA,72h_post_TS
SRR12618082,SRS7345230,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ADM5,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ADM5
SRR12618083,SRS7345230,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ADM5,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ADM5
SRR12618084,SRS7345231,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,AMBP,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,AMBP
SRR12618085,SRS7345231,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,AMBP,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,AMBP
SRR12618086,SRS7345232,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ARTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ARTN
SRR12618087,SRS7345232,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ARTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ARTN
SRR12618088,SRS7345233,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ASGR1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ASGR1
SRR12618089,SRS7345233,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ASGR1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ASGR1
SRR12618090,SRS7345234,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,BMP10,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,BMP10
SRR12618091,SRS7345234,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,BMP10,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,BMP10
SRR12618092,SRS7345234,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,BMP10,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,BMP10
SRR12618093,SRS7345234,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,BMP10,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,BMP10
SRR12618094,SRS7345235,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CCL20,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CCL20
SRR12618095,SRS7345235,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CCL20,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CCL20
SRR12618096,SRS7345236,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CCL28,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CCL28
SRR12618097,SRS7345236,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CCL28,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CCL28
SRR12618098,SRS7345237,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CXCL13,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CXCL13
SRR12618099,SRS7345237,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,CXCL13,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,CXCL13
SRR12618100,SRS7345238,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,FALSE,Control,TRUE,8,,TRUE,Commercial,Freestyle,37,,,Batch,,FALSE,Control
SRR12618101,SRS7345238,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,FALSE,Control,TRUE,8,,TRUE,Commercial,Freestyle,37,,,Batch,,FALSE,Control
SRR12618102,SRS7345239,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,FALSE,Control,TRUE,8,,TRUE,Commercial,Freestyle,37,,,Batch,,FALSE,Control
SRR12618103,SRS7345239,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,FALSE,Control,TRUE,8,,TRUE,Commercial,Freestyle,37,,,Batch,,FALSE,Control
SRR12618104,SRS7345240,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FLT3LG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FLT3LG
SRR12618105,SRS7345240,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FLT3LG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FLT3LG
SRR12618106,SRS7345241,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FN1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FN1
SRR12618107,SRS7345241,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FN1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FN1
SRR12618108,SRS7345242,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FSTL3,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FSTL3
SRR12618109,SRS7345242,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FSTL3,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FSTL3
SRR12618110,SRS7345242,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FSTL3,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FSTL3
SRR12618111,SRS7345242,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,FSTL3,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,FSTL3
SRR12618112,SRS7345243,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,GCG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,GCG
SRR12618113,SRS7345243,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,GCG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,GCG
SRR12618114,SRS7345244,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,HGF,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,HGF
SRR12618115,SRS7345244,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,HGF,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,HGF
SRR12618116,SRS7345245,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,JAG2,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,JAG2
SRR12618117,SRS7345245,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,JAG2,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,JAG2
SRR12618118,SRS7345246,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,LOX,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,LOX
SRR12618119,SRS7345246,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,LOX,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,LOX
SRR12618120,SRS7345246,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,LOX,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,LOX
SRR12618121,SRS7345246,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,LOX,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,LOX
SRR12618122,SRS7345247,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,NRTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,NRTN
SRR12618123,SRS7345247,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,NRTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,NRTN
SRR12618124,SRS7345248,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,NRTN_PP,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,NRTN_PP
SRR12618125,SRS7345248,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,NRTN_PP,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,NRTN_PP
SRR12618126,SRS7345249,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,PAMR1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,PAMR1
SRR12618127,SRS7345249,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,PAMR1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,PAMR1
SRR12618128,SRS7345250,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,PLG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,PLG
SRR12618129,SRS7345250,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,PLG,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,PLG
SRR12618130,SRS7345251,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,POSTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,POSTN
SRR12618131,SRS7345251,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,POSTN,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,POSTN
SRR12618132,SRS7345252,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,REG1A,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,REG1A
SRR12618133,SRS7345252,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,REG1A,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,REG1A
SRR12618134,SRS7345253,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,RSPO1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,RSPO1
SRR12618135,SRS7345253,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,RSPO1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,RSPO1
SRR12618136,SRS7345254,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ST6GAL1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ST6GAL1
SRR12618137,SRS7345254,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,ST6GAL1,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,ST6GAL1
SRR12618138,SRS7345255,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,THBS4,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,THBS4
SRR12618139,SRS7345255,SRP281874,polyA,SRP281874,Malm,Ma,Malm,FALSE,SRA,CHO-S,TRUE,THBS4,TRUE,8,,FALSE,Commercial,Freestyle,37,,,Batch,,FALSE,THBS4
